prompt,label
"Context: Nazar Ahari joins a steadily increasing number of other women's rights activists who are in prison for no greater crime than their attempt to fight for the rights of the women. Hengameh Shahidi, Alieh Eghdam Doust, Bahareh Hedayat and Mahdiyeh Golrou have all been sent to Tehran's notorious Evin Prison on trumped - up charges related to their activism.
Question: Who has been sent to Tehran's notorious Evin Prison?
Answer: Alieh Eghdam Doust",1
"Context: Nazar Ahari joins a steadily increasing number of other women's rights activists who are in prison for no greater crime than their attempt to fight for the rights of the women. Hengameh Shahidi, Alieh Eghdam Doust, Bahareh Hedayat and Mahdiyeh Golrou have all been sent to Tehran's notorious Evin Prison on trumped - up charges related to their activism.
Question: Who has been sent to Tehran's notorious Evin Prison?
Answer: Bahareh Hedayat",1
"Context: Nazar Ahari joins a steadily increasing number of other women's rights activists who are in prison for no greater crime than their attempt to fight for the rights of the women. Hengameh Shahidi, Alieh Eghdam Doust, Bahareh Hedayat and Mahdiyeh Golrou have all been sent to Tehran's notorious Evin Prison on trumped - up charges related to their activism.
Question: Who has been sent to Tehran's notorious Evin Prison?
Answer: Mahdiyeh Golrou",1
"Context: Nevertheless, a second young member of the Narodnaya Volya, Ignacy Hryniewiecki, standing by the canal fence, raised both arms and threw something at the emperor's feet. He was alleged to have shouted,"" It is too early to thank God"".
Question: Who was alleged to have shouted,"" It is too early to thank God""?
Answer: Napoleon III of France",0
"Context: Nevertheless, a second young member of the Narodnaya Volya, Ignacy Hryniewiecki, standing by the canal fence, raised both arms and threw something at the emperor's feet. He was alleged to have shouted,"" It is too early to thank God"".
Question: Who was alleged to have shouted,"" It is too early to thank God""?
Answer: , a second young member of the Narodnaya Volya",1
"Context: Nevertheless, a second young member of the Narodnaya Volya, Ignacy Hryniewiecki, standing by the canal fence, raised both arms and threw something at the emperor's feet. He was alleged to have shouted,"" It is too early to thank God"".
Question: Who was alleged to have shouted,"" It is too early to thank God""?
Answer: Dvorzhitsky",0
"Context: Nevertheless, a second young member of the Narodnaya Volya, Ignacy Hryniewiecki, standing by the canal fence, raised both arms and threw something at the emperor's feet. He was alleged to have shouted,"" It is too early to thank God"".
Question: Who was alleged to have shouted,"" It is too early to thank God""?
Answer: Ignacy Hryniewiecki",1
"Context: Nevertheless, a second young member of the Narodnaya Volya, Ignacy Hryniewiecki, standing by the canal fence, raised both arms and threw something at the emperor's feet. He was alleged to have shouted,"" It is too early to thank God"".
Question: Who was alleged to have shouted,"" It is too early to thank God""?
Answer: Chief Dvorzhitsk",0
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: Nicia wants Brother Timoteo to convince Lucrezia to sleep with her kidnapper, Callimaco",1
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: To kidnap Lucrezia",0
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: Help with sleeping with Lucrezia",0
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: Help with kidnapping",0
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: Help with convincing Lucrezia of the necessity of the plan",1
"Context: Nicia gets both Lucrezia's mother, a woman of ill repute, and her confessor Brother Timoteo, a priest of low morals, to aid in convincing Lucrezia of the necessity of the plan. Together they devise a plan to kidnap a stranger to sleep with Lucrezia and draw out the poison. Lucrezia is an honorable woman and does not at first agree to meet with the stranger.
Question: What plan does Nicia want confessor Brother Timoteo's help with?
Answer: To convince Lucrezia to sleep with a stranger",1
